LOCALIZACAO_LOJA;TIPO_JOIA;MARCA;TIPO_OURO;TIPO_PEDRA;PRECO
SHOPPING D;ANEL;MARCA NACIONAL;OURO ROSÉ;OUTRAS PEDRAS;3520
SHOPPING D;BRINCO;MARCA NACIONAL;OURO BRANCO;OUTRAS PEDRAS;4576
SHOPPING D;ALIANÇA;SEM MARCA;OURO ROSÉ;RUBI;3750
SHOPPING D;COLAR;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;3360
SHOPPING D;ANEL;SEM MARCA;OURO AMARELO;SEM PEDRA;1000
SHOPPING D;COLAR;SEM MARCA;OURO BRANCO;SEM PEDRA;2100
SHOPPING D;COLAR;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;4620
SHOPPING D;ALIANÇA;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;3300
SHOPPING D;BRINCO;SEM MARCA;OURO ROSÉ;SEM PEDRA;1300
SHOPPING D;ALIANÇA;SEM MARCA;OURO BRANCO;DIAMANTE;6000
SHOPPING D;CORRENTE;SEM MARCA;OURO ROSÉ;SEM PEDRA;1800
SHOPPING D;ANEL;SEM MARCA;OURO ROSÉ;SEM PEDRA;1000
SHOPPING D;COLAR;SEM MARCA;OURO AMARELO;DIAMANTE;8400
SHOPPING D;ALIANÇA;MARCA INTERNACIONAL;OURO ROSÉ;SEM PEDRA;4500
SHOPPING D;ALIANÇA;SEM MARCA;OURO AMARELO;DIAMANTE;6000
SHOPPING D;ALIANÇA;SEM MARCA;OURO BRANCO;OUTRAS PEDRAS;3300
SHOPPING D;ANEL;MARCA NACIONAL;OURO ROSÉ;ESMERALDA;4000
SHOPPING D;BRINCO;MARCA INTERNACIONAL;OURO BRANCO;SEM PEDRA;3900
SHOPPING D;PINGENTE;SEM MARCA;OURO BRANCO;SEM PEDRA;400
SHOPPING D;ALIANÇA;MARCA NACIONAL;OURO ROSÉ;DIAMANTE;9600
SHOPPING D;ANEL;MARCA NACIONAL;OURO AMARELO;SEM PEDRA;1600
SHOPPING D;COLAR;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;3360
SHOPPING D;CORRENTE;SEM MARCA;OURO BRANCO;ESMERALDA;4500
SHOPPING D;PINGENTE;MARCA NACIONAL;OURO ROSÉ;ESMERALDA;1600
SHOPPING D;PULSEIRA;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;3960
SHOPPING D;PINGENTE;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;640
SHOPPING D;PINGENTE;MARCA NACIONAL;OURO ROSÉ;OUTRAS PEDRAS;1408
SHOPPING D;ANEL;SEM MARCA;OURO ROSÉ;SEM PEDRA;1000
SHOPPING D;PULSEIRA;MARCA INTERNACIONAL;OURO ROSÉ;SEM PEDRA;5400
SHOPPING D;ALIANÇA;SEM MARCA;OURO AMARELO;ESMERALDA;3750
SHOPPING D;ALIANÇA;MARCA INTERNACIONAL;OURO BRANCO;ESMERALDA;11250
SHOPPING D;PINGENTE;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;880
SHOPPING D;ANEL;SEM MARCA;OURO AMARELO;RUBI;2500
SHOPPING D;PULSEIRA;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;3960
SHOPPING D;ALIANÇA;MARCA INTERNACIONAL;OURO BRANCO;OUTRAS PEDRAS;9900
SHOPPING D;COLAR;SEM MARCA;OURO AMARELO;TURMALINA PARAÍBA;6300
SHOPPING D;BRINCO;SEM MARCA;OURO ROSÉ;ESMERALDA;3250
SHOPPING D;BRINCO;SEM MARCA;OURO ROSÉ;ESMERALDA;3250
SHOPPING D;ALIANÇA;MARCA NACIONAL;OURO BRANCO;OUTRAS PEDRAS;5280
SHOPPING D;PULSEIRA;MARCA NACIONAL;OURO AMARELO;OUTRAS PEDRAS;6336
SHOPPING D;CORRENTE;SEM MARCA;OURO AMARELO;SEM PEDRA;1800
SHOPPING D;ALIANÇA;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;3300
SHOPPING D;CORRENTE;SEM MARCA;OURO ROSÉ;SEM PEDRA;1800
SHOPPING D;CORRENTE;SEM MARCA;OURO BRANCO;DIAMANTE;7200
SHOPPING D;PULSEIRA;SEM MARCA;OURO BRANCO;SEM PEDRA;1800
SHOPPING D;CORRENTE;MARCA NACIONAL;OURO AMARELO;RUBI;7200
SHOPPING D;COLAR;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;4620
SHOPPING D;PULSEIRA;SEM MARCA;OURO AMARELO;SEM PEDRA;1800
SHOPPING D;ALIANÇA;SEM MARCA;OURO BRANCO;SEM PEDRA;1500
SHOPPING D;PINGENTE;MARCA INTERNACIONAL;OURO ROSÉ;SEM PEDRA;1200
SHOPPING D;COLAR;MARCA INTERNACIONAL;OURO AMARELO;RUBI;15750
SHOPPING D;ANEL;MARCA INTERNACIONAL;OURO AMARELO;SEM PEDRA;3000
SHOPPING D;BRINCO;SEM MARCA;OURO ROSÉ;SEM PEDRA;1300
SHOPPING D;ALIANÇA;SEM MARCA;OURO BRANCO;SEM PEDRA;1500
SHOPPING D;ALIANÇA;SEM MARCA;OURO ROSÉ;DIAMANTE;6000
SHOPPING D;ALIANÇA;SEM MARCA;OURO AMARELO;SEM PEDRA;1500
SHOPPING D;COLAR;MARCA NACIONAL;OURO AMARELO;RUBI;8400
SHOPPING D;ANEL;MARCA NACIONAL;OURO AMARELO;SEM PEDRA;1600
SHOPPING D;PINGENTE;MARCA INTERNACIONAL;OURO AMARELO;RUBI;3000
SHOPPING D;PULSEIRA;MARCA INTERNACIONAL;OURO BRANCO;SEM PEDRA;5400
SHOPPING D;ANEL;SEM MARCA;OURO BRANCO;DIAMANTE;4000
SHOPPING D;COLAR;MARCA NACIONAL;OURO AMARELO;SEM PEDRA;3360
SHOPPING D;ALIANÇA;SEM MARCA;OURO BRANCO;RUBI;3750
SHOPPING D;BRINCO;SEM MARCA;OURO BRANCO;OUTRAS PEDRAS;2860
SHOPPING D;ALIANÇA;MARCA NACIONAL;OURO BRANCO;OUTRAS PEDRAS;5280
SHOPPING D;PULSEIRA;SEM MARCA;OURO AMARELO;ESMERALDA;4500
SHOPPING D;CORRENTE;SEM MARCA;OURO ROSÉ;DIAMANTE;7200
SHOPPING D;BRINCO;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;2860
SHOPPING D;ALIANÇA;MARCA NACIONAL;OURO ROSÉ;RUBI;6000
SHOPPING D;PINGENTE;MARCA NACIONAL;OURO AMARELO;SEM PEDRA;640
SHOPPING D;BRINCO;SEM MARCA;OURO BRANCO;OUTRAS PEDRAS;2860
SHOPPING D;CORRENTE;MARCA INTERNACIONAL;OURO BRANCO;DIAMANTE;21600
SHOPPING D;ANEL;SEM MARCA;OURO AMARELO;SEM PEDRA;1000
SHOPPING D;COLAR;SEM MARCA;OURO AMARELO;SEM PEDRA;2100
SHOPPING D;ALIANÇA;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;2400
SHOPPING D;PULSEIRA;MARCA NACIONAL;OURO ROSÉ;ESMERALDA;7200
SHOPPING D;ANEL;MARCA INTERNACIONAL;OURO AMARELO;SEM PEDRA;3000
SHOPPING D;ALIANÇA;SEM MARCA;OURO ROSÉ;SEM PEDRA;1500
SHOPPING D;ANEL;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;1600
SHOPPING D;PULSEIRA;MARCA NACIONAL;OURO AMARELO;ESMERALDA;7200
SHOPPING D;ALIANÇA;MARCA INTERNACIONAL;OURO AMARELO;RUBI;11250
SHOPPING D;CORRENTE;SEM MARCA;OURO BRANCO;SEM PEDRA;1800
SHOPPING D;CORRENTE;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;2880
SHOPPING D;PULSEIRA;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;2880
SHOPPING D;BRINCO;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;2860
SHOPPING D;PULSEIRA;SEM MARCA;OURO AMARELO;DIAMANTE;7200
SHOPPING D;BRINCO;SEM MARCA;OURO ROSÉ;DIAMANTE;5200
SHOPPING D;ALIANÇA;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;2400
SHOPPING D;BRINCO;MARCA INTERNACIONAL;OURO ROSÉ;RUBI;9750
SHOPPING D;ALIANÇA;MARCA NACIONAL;OURO BRANCO;ESMERALDA;6000
SHOPPING D;ALIANÇA;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;2400
SHOPPING D;PINGENTE;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;640
SHOPPING D;COLAR;SEM MARCA;OURO BRANCO;SEM PEDRA;2100
SHOPPING D;ALIANÇA;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;3300
SHOPPING D;BRINCO;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;2860
SHOPPING D;COLAR;SEM MARCA;OURO ROSÉ;TURMALINA PARAÍBA;6300
SHOPPING D;COLAR;SEM MARCA;OURO ROSÉ;RUBI;5250
SHOPPING D;ALIANÇA;MARCA NACIONAL;OURO AMARELO;SEM PEDRA;2400
SHOPPING D;PULSEIRA;SEM MARCA;OURO BRANCO;ESMERALDA;4500
SHOPPING D;PULSEIRA;SEM MARCA;OURO AMARELO;RUBI;4500
SHOPPING D;CORRENTE;SEM MARCA;OURO ROSÉ;SEM PEDRA;1800
SHOPPING D;COLAR;SEM MARCA;OURO BRANCO;OUTRAS PEDRAS;4620
SHOPPING D;ALIANÇA;MARCA INTERNACIONAL;OURO ROSÉ;SEM PEDRA;4500
SHOPPING D;PINGENTE;MARCA INTERNACIONAL;OURO ROSÉ;SEM PEDRA;1200
SHOPPING D;PULSEIRA;MARCA NACIONAL;OURO AMARELO;TURMALINA PARAÍBA;8640
SHOPPING D;PINGENTE;SEM MARCA;OURO AMARELO;TURMALINA PARAÍBA;1200
SHOPPING D;ALIANÇA;MARCA NACIONAL;OURO BRANCO;RUBI;6000
SHOPPING D;ALIANÇA;MARCA INTERNACIONAL;OURO BRANCO;SEM PEDRA;4500
